total_players,players_split_caption,day1_delta_value,day1_caption,day1_badge_text,day1_badge_status,day7_delta_value,day7_caption,day7_badge_text,day7_badge_status,guardrail_delta_value,guardrail_caption,guardrail_badge_text,guardrail_badge_status,guardrail_pvalue_caption,recommendation_value,recommendation_caption
90189,"44,700 gate_30 · 45,489 gate_40",-0.0059,"44.82% → 44.23% (−1.32% rel.)","Not significant · p = 0.074",muted,-0.0082,"19.02% → 18.20% (−4.31% rel.)","Significant decline · p = 0.0016",critical,-1,"17 → 16 rounds (−5.9%)","No reliable impact · p = 0.050",good,"Mann-Whitney U · p = 0.050 (n.s.)","Keep Level 30","−4.3% Day-7 retention at Level 40, no guardrail gain"
